id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36423069,Warden/401 queen bed&Parking,128444795,Yan,,Tam O'Shanter-Sullivan,43.77185,-79.30421,Private room,73,1,25,2022-08-07,0.65,14,350,11,STR-2011-GTCKVH
36425166,CONVENIENCE CONDO ON YONGE&EGLINTON,221251535,Miss Xiang,,Mount Pleasant West,43.70813,-79.39598,Entire home/apt,374,30,21,2020-01-23,0.56,1,0,0,
36178775,Toronto Villa -2 Storey House (without basement),205297994,Liz,,Don Valley Village,43.78254,-79.34662,Entire home/apt,295,28,0,,,1,0,0,
36180639,Cozy private room (B) close to downtown,271871372,Dinesh/Bishnu,,Kennedy Park,43.71875,-79.26171,Private room,39,28,4,2020-01-01,0.10,2,0,0,
36199496,☆ Skytrees Condo @ Union Station +FREE parking ☆,253725451,Harry,,Waterfront Communities-The Island,43.64287,-79.38087,Entire home/apt,407,2,276,2022-08-24,7.14,13,150,95,STR-2204-HJMPHK
36445967,Room for rent august,13845390,Emeline,,Long Branch,43.58865,-79.53694,Private room,43,28,0,,,1,0,0,
36201891,Private luxury room in spacious Leslieville loft,447751,Sole,,South Riverdale,43.6675,-79.33772,Private room,158,28,13,2021-10-06,0.34,1,249,1,STR-2010-JGRRPM
36449264,Casa Tavares Little Portugal,166602545,Benito,,Little Portugal,43.64932,-79.43608,Entire home/apt,395,3,14,2019-10-20,0.37,1,119,0,STR-2109-GBJVHD
36204337,"Cute 1 bedroom, 1.5 bath apartment in Forest Hill",90055789,Linsey,,Forest Hill North,43.7047,-79.42433,Entire home/apt,150,28,0,,,1,0,0,
36452254,Huge Two-Room Suite Private Bath near Subway,30062696,Candice,,Willowdale East,43.78087,-79.40837,Private room,136,360,3,2019-08-11,0.08,4,365,0,
36204601,Relaxing unit with beautiful view,272290679,Sara,,Willowdale East,43.77406,-79.41366,Entire home/apt,209,28,38,2021-04-09,0.98,2,0,0,
36206997,FIRST CLASS CONDO Female Room,212223183,Ana,,Waterfront Communities-The Island,43.64209,-79.38168,Private room,200,28,1,2019-07-16,0.03,2,365,0,
36453530,Modern family home in Bloor West Village/Junction,138739419,Anna,,Runnymede-Bloor West Village,43.66066,-79.48553,Entire home/apt,249,28,2,2019-08-24,0.05,1,0,0,
36455079,"Cozy bedroom, free parking, easy commute",44772895,Sophia,,Banbury-Don Mills,43.7376,-79.35021,Private room,71,7,20,2022-07-31,0.53,3,30,8,STR-2009-JDRRPM
36210302,"a bedroom closed Yonge/finch,Parks nearby",21857005,Alice,,Willowdale East,43.78225,-79.39718,Private room,59,28,0,,,2,0,0,
36470411,Raptor Apartment!Separate Entrance Walkout NoShare,266293258,Gina,,Pleasant View,43.79966,-79.33856,Entire home/apt,98,28,66,2022-07-15,1.72,2,125,2,STR-2012-GRTDVG
36472537,Cozy Twin Room in the Heart of Toronto,271838768,Bond,,Church-Yonge Corridor,43.65686,-79.37935,Private room,10000,28,3,2020-02-16,0.09,5,365,0,Exempt
36225813,Spacious master bedroom with ensuite bathroom,225455449,Fei,,Milliken,43.82781,-79.28922,Private room,42,30,17,2022-04-10,0.44,1,248,2,
36473238,"Bond Place Hotel, Premier Queen Room",271838768,Bond,,Church-Yonge Corridor,43.65561,-79.37736,Private room,1000,28,20,2021-04-24,0.60,5,365,0,Exempt
36227651,★Urban Luxury★ Ace Location & Instaworthy Rooftop,23388596,Andy,,Waterfront Communities-The Island,43.64152,-79.40103,Entire home/apt,150,28,24,2022-07-23,0.64,1,331,5,
36473841,Private Urban Oasis with Deck - close to Lake!,7065628,Imaan,,Mimico (includes Humber Bay Shores),43.6212,-79.48729,Entire home/apt,75,28,25,2022-05-20,0.66,1,135,4,STR-2010-FKFXPB
36232109,Sleeping space . Single bed,140639037,Rency,,Briar Hill-Belgravia,43.70088,-79.44073,Shared room,85,28,10,2019-10-27,0.26,2,365,0,Exempt
36474124,Double Twin Room in the Heart of Toronto,271838768,Bond,,Church-Yonge Corridor,43.65705,-79.37811,Private room,1000,28,3,2021-03-21,0.09,5,365,0,Exempt
36474377,Deluxe King Room in the Heart of Toronto,271838768,Bond,,Church-Yonge Corridor,43.65705,-79.37927,Private room,1000,28,32,2020-11-22,0.97,5,365,0,Exempt
36234308,Charming Old World Bungalow Haven in Town Central,295196767,Jacqueline,,South Riverdale,43.66127,-79.35073,Private room,82,1,121,2022-08-17,3.13,1,314,46,STR-2009-GYWKPH
